2020-07-20 17:24:21,486 [INFO]: #  From Excel import testsuite success
2020-07-20 17:24:24,115 [INFO]: #  --------------------------------------------------
2020-07-20 17:24:24,116 [INFO]: #  >>> Run the TestCase: HOME_001|打开云塑ERP
2020-07-20 17:24:24,116 [INFO]: #  Run the Step: 1|通用|OPEN|通用-首页链接
2020-07-20 17:24:29,954 [INFO]: #  --- success ---
2020-07-20 17:24:30,154 [INFO]: #  Run the Step: 2|通用|CHECK|通用-页面title
2020-07-20 17:24:30,155 [INFO]: #  DATA:'云塑 企业资源计划管理系统'
2020-07-20 17:24:30,188 [INFO]: #  REAL:'云塑 企业资源计划管理系统'
2020-07-20 17:24:30,199 [INFO]: #  --- success ---
2020-07-20 17:24:30,399 [INFO]: #  --------------------------------------------------
2020-07-20 17:24:30,400 [INFO]: #  >>> Run the TestCase: Login_001|登录
2020-07-20 17:24:30,401 [INFO]: #  Run the Step: 1|登录页面|INPUT|登录页面-账号输入框
2020-07-20 17:24:31,211 [INFO]: #  --- success ---
2020-07-20 17:24:31,412 [INFO]: #  Run the Step: 2|登录页面|INPUT|登录页面-密码输入框
2020-07-20 17:24:32,288 [INFO]: #  --- success ---
2020-07-20 17:24:32,489 [INFO]: #  Run the Step: 3|登录页面|CLICK|登录页面-确定按钮
2020-07-20 17:24:33,148 [INFO]: #  --- success ---
2020-07-20 17:24:33,348 [INFO]: #  Run the Step: 4|登录页面|CHECK|通用-页面加载校验
2020-07-20 17:24:35,180 [INFO]: #  DATA:'欢迎进入 云塑企业资源计划管理系统'
2020-07-20 17:24:35,190 [INFO]: #  REAL:'欢迎进入 云塑企业资源计划管理系统'
2020-07-20 17:24:35,191 [INFO]: #  --- success ---
2020-07-20 17:24:35,391 [INFO]: #  ==================================================
2020-07-20 17:24:35,397 [INFO]: #  ...No SETUP testcase need to run...
2020-07-20 17:24:35,397 [INFO]: #  --------------------------------------------------
2020-07-20 17:24:35,397 [INFO]: #  >>> Run the TestCase: VQ_001|查看附件
2020-07-20 17:24:35,398 [INFO]: #  Run the Step: 1|用例片段|EXECUTE|CQ_001
2020-07-20 17:24:35,407 [INFO]: #  >>> Run the TestCase: CQ_001|新增报价单
2020-07-20 17:24:35,408 [INFO]: #  Run the Step: 1|报价管理|CLICK|报价管理-btn侧边栏报价管理
2020-07-20 17:24:36,609 [INFO]: #  --- success ---
2020-07-20 17:24:36,810 [INFO]: #  Run the Step: 2|报价管理|CLICK|报价管理-btn新增
2020-07-20 17:24:37,974 [INFO]: #  --- success ---
2020-07-20 17:24:38,174 [INFO]: #  Run the Step: 3|报价管理|CHECK|报价管理-lab报价状态#未定义
2020-07-20 17:24:38,326 [INFO]: #  DATA:'未定义'
2020-07-20 17:24:38,326 [INFO]: #  REAL:'未定义'
2020-07-20 17:24:38,326 [INFO]: #  --- success ---
2020-07-20 17:24:38,527 [INFO]: #  Run the Step: 4|报价管理|CLICK|报价管理-sel报价日期
2020-07-20 17:24:39,266 [INFO]: #  --- success ---
2020-07-20 17:24:39,466 [INFO]: #  Run the Step: 5|报价管理|CLICK|报价管理-val报价日期
2020-07-20 17:24:40,096 [INFO]: #  --- success ---
2020-07-20 17:24:40,296 [INFO]: #  Run the Step: 6|报价管理|CLICK|报价管理-sel客户简称
2020-07-20 17:24:40,982 [INFO]: #  --- success ---
2020-07-20 17:24:41,183 [INFO]: #  Run the Step: 7|报价管理|CLICK|报价管理-val客户简称-美的
2020-07-20 17:24:41,960 [INFO]: #  --- success ---
2020-07-20 17:24:42,161 [INFO]: #  Run the Step: 8|报价管理|CLICK|报价管理-sel业务部门
2020-07-20 17:24:42,881 [INFO]: #  --- success ---
2020-07-20 17:24:43,082 [INFO]: #  Run the Step: 9|报价管理|CLICK|报价管理-val业务部门-办公室
2020-07-20 17:24:43,870 [INFO]: #  --- success ---
2020-07-20 17:24:44,070 [INFO]: #  Run the Step: 10|报价管理|CLICK|报价管理-sel业务人员
2020-07-20 17:24:44,754 [INFO]: #  --- success ---
2020-07-20 17:24:44,954 [INFO]: #  Run the Step: 11|报价管理|CLICK|报价管理-val业务人员-田丰
2020-07-20 17:24:45,693 [INFO]: #  --- success ---
2020-07-20 17:24:45,893 [INFO]: #  Run the Step: 12|报价管理|CLICK|报价管理-sel生效日期
2020-07-20 17:24:46,627 [INFO]: #  --- success ---
2020-07-20 17:24:46,827 [INFO]: #  Run the Step: 13|报价管理|CLICK|报价管理-val生效日期
2020-07-20 17:24:47,559 [INFO]: #  --- success ---
2020-07-20 17:24:47,760 [INFO]: #  Run the Step: 14|报价管理|INPUT|报价管理-inp有效期限
2020-07-20 17:24:48,669 [INFO]: #  --- success ---
2020-07-20 17:24:48,874 [INFO]: #  Run the Step: 15|报价管理|INPUT|报价管理-inp交货周期
2020-07-20 17:24:49,786 [INFO]: #  --- success ---
2020-07-20 17:24:49,993 [INFO]: #  Run the Step: 16|报价管理|CLICK|报价管理-sel价格属性
2020-07-20 17:24:50,666 [INFO]: #  --- success ---
2020-07-20 17:24:50,870 [INFO]: #  Run the Step: 17|报价管理|CLICK|报价管理-val价格属性-不含税
2020-07-20 17:24:51,520 [INFO]: #  --- success ---
2020-07-20 17:24:51,720 [INFO]: #  Run the Step: 18|报价管理|CLICK|报价管理-sel收款方式
2020-07-20 17:24:52,433 [INFO]: #  --- success ---
2020-07-20 17:24:52,634 [INFO]: #  Run the Step: 19|报价管理|CLICK|报价管理-val收款方式-银行转账
2020-07-20 17:24:53,399 [INFO]: #  --- success ---
2020-07-20 17:24:53,599 [INFO]: #  Run the Step: 20|报价管理|CLICK|报价管理-sel运输方式
2020-07-20 17:24:54,273 [INFO]: #  --- success ---
2020-07-20 17:24:54,473 [INFO]: #  Run the Step: 21|报价管理|CLICK|报价管理-val运输方式-送货上门
2020-07-20 17:24:55,258 [INFO]: #  --- success ---
2020-07-20 17:24:55,459 [INFO]: #  Run the Step: 22|报价管理|INPUT|报价管理-inp备注信息
2020-07-20 17:24:56,620 [INFO]: #  --- success ---
2020-07-20 17:24:56,826 [INFO]: #  Run the Step: 23|报价管理|CLICK|报价管理-btn单据明细新增
2020-07-20 17:24:57,699 [INFO]: #  --- success ---
2020-07-20 17:24:57,900 [INFO]: #  Run the Step: 24|报价管理|CLICK|报价管理-sel物料编码
2020-07-20 17:24:58,617 [INFO]: #  --- success ---
2020-07-20 17:24:58,818 [INFO]: #  Run the Step: 25|报价管理|CLICK|报价管理-val物料编码-风扇罩nw054
2020-07-20 17:24:59,647 [INFO]: #  --- success ---
2020-07-20 17:24:59,851 [INFO]: #  Run the Step: 26|报价管理|DOUBLE_CLICK|报价管理-inp报价
2020-07-20 17:25:00,704 [INFO]: #  --- success ---
2020-07-20 17:25:00,904 [INFO]: #  Run the Step: 27|报价管理|INPUT|报价管理-inp报价
2020-07-20 17:25:01,483 [INFO]: #  --- success ---
2020-07-20 17:25:01,683 [INFO]: #  Run the Step: 28|报价管理|INPUT|报价管理-inp报价
2020-07-20 17:25:02,277 [INFO]: #  --- success ---
2020-07-20 17:25:02,477 [INFO]: #  Run the Step: 29|报价管理|INPUT|报价管理-inp报价
2020-07-20 17:25:03,106 [INFO]: #  --- success ---
2020-07-20 17:25:03,306 [INFO]: #  Run the Step: 30|报价管理|CLICK|报价管理-sel价格状态
2020-07-20 17:25:03,987 [INFO]: #  --- success ---
2020-07-20 17:25:04,189 [INFO]: #  Run the Step: 31|报价管理|CLICK|报价管理-val生效
2020-07-20 17:25:04,853 [INFO]: #  --- success ---
2020-07-20 17:25:05,053 [INFO]: #  Run the Step: 32|报价管理|INPUT|报价管理-inp数量
2020-07-20 17:25:06,405 [INFO]: #  --- success ---
2020-07-20 17:25:06,609 [INFO]: #  Run the Step: 33|报价管理|CHECK|报价管理-lab金额
2020-07-20 17:25:06,701 [INFO]: #  DATA:'10000.00'
2020-07-20 17:25:06,701 [INFO]: #  REAL:'10000.00'
2020-07-20 17:25:06,710 [INFO]: #  --- success ---
2020-07-20 17:25:06,918 [INFO]: #  Run the Step: 34|报价管理|DOUBLE_CLICK|报价管理-inp折扣
2020-07-20 17:25:07,776 [INFO]: #  --- success ---
2020-07-20 17:25:07,977 [INFO]: #  Run the Step: 35|报价管理|INPUT|报价管理-inp折扣
2020-07-20 17:25:08,559 [INFO]: #  --- success ---
2020-07-20 17:25:08,771 [INFO]: #  Run the Step: 36|报价管理|INPUT|报价管理-inp折扣
2020-07-20 17:25:09,350 [INFO]: #  --- success ---
2020-07-20 17:25:09,550 [INFO]: #  Run the Step: 37|报价管理|INPUT|报价管理-inp折扣
2020-07-20 17:25:10,515 [INFO]: #  --- success ---
2020-07-20 17:25:10,720 [INFO]: #  Run the Step: 38|报价管理|CHECK|报价管理-lab金额
