2020-07-22 15:46:01,274 [INFO]: #  From Excel import testsuite success
2020-07-22 15:46:03,845 [INFO]: #  --------------------------------------------------
2020-07-22 15:46:03,845 [INFO]: #  >>> Run the TestCase: HOME_001|打开云塑ERP
2020-07-22 15:46:03,846 [INFO]: #  Run the Step: 1|通用|OPEN|通用-首页链接
2020-07-22 15:46:10,438 [INFO]: #  --- success ---
2020-07-22 15:46:10,638 [INFO]: #  Run the Step: 2|通用|CHECK|通用-页面title
2020-07-22 15:46:10,639 [INFO]: #  DATA:'云塑 企业资源计划管理系统'
2020-07-22 15:46:10,649 [INFO]: #  REAL:'云塑 企业资源计划管理系统'
2020-07-22 15:46:10,660 [INFO]: #  --- success ---
2020-07-22 15:46:10,862 [INFO]: #  --------------------------------------------------
2020-07-22 15:46:10,862 [INFO]: #  >>> Run the TestCase: Login_001|登录
2020-07-22 15:46:10,862 [INFO]: #  Run the Step: 1|登录页面|INPUT|登录页面-账号输入框
2020-07-22 15:46:11,674 [INFO]: #  --- success ---
2020-07-22 15:46:11,874 [INFO]: #  Run the Step: 2|登录页面|INPUT|登录页面-密码输入框
2020-07-22 15:46:12,750 [INFO]: #  --- success ---
2020-07-22 15:46:12,956 [INFO]: #  Run the Step: 3|登录页面|CLICK|登录页面-确定按钮
2020-07-22 15:46:13,630 [INFO]: #  --- success ---
2020-07-22 15:46:13,830 [INFO]: #  Run the Step: 4|登录页面|CHECK|通用-页面加载校验
2020-07-22 15:46:15,862 [INFO]: #  DATA:'欢迎进入 云塑企业资源计划管理系统'
2020-07-22 15:46:15,863 [INFO]: #  REAL:'欢迎进入 云塑企业资源计划管理系统'
2020-07-22 15:46:15,864 [INFO]: #  --- success ---
2020-07-22 15:46:16,074 [INFO]: #  ==================================================
2020-07-22 15:46:16,082 [INFO]: #  *** SETUP testcase ***
2020-07-22 15:46:16,088 [INFO]: #  >>> Run the TestCase: DQ_001|删除需求订单
2020-07-22 15:46:16,088 [INFO]: #  Run the Step: 1|用例片段|EXECUTE|CQ_001
2020-07-22 15:46:16,091 [INFO]: #  >>> Run the TestCase: CQ_001|新增需求订单
2020-07-22 15:46:16,091 [INFO]: #  Run the Step: 1|滚动需求订单|CLICK|通用-左侧栏一级菜单#销售管理
2020-07-22 15:46:16,821 [INFO]: #  --- success ---
2020-07-22 15:46:17,027 [INFO]: #  Run the Step: 2|滚动需求订单|CLICK|通用-左侧栏二级菜单#需求订单
2020-07-22 15:46:18,114 [INFO]: #  --- success ---
2020-07-22 15:46:18,318 [INFO]: #  Run the Step: 3|滚动需求订单|CLICK|通用-左侧栏一级菜单#销售管理
