2020-07-23 15:46:25,812 [INFO]: #  From Excel import testsuite success
2020-07-23 15:46:28,378 [INFO]: #  --------------------------------------------------
2020-07-23 15:46:28,379 [INFO]: #  >>> Run the TestCase: HOME_001|打开云塑ERP
2020-07-23 15:46:28,379 [INFO]: #  Run the Step: 1|通用|OPEN|通用-首页链接
2020-07-23 15:46:34,978 [INFO]: #  --- success ---
2020-07-23 15:46:35,178 [INFO]: #  Run the Step: 2|通用|CHECK|通用-页面title
2020-07-23 15:46:35,179 [INFO]: #  DATA:'云塑 企业资源计划管理系统'
2020-07-23 15:46:35,187 [INFO]: #  REAL:'云塑 企业资源计划管理系统'
2020-07-23 15:46:35,196 [INFO]: #  --- success ---
2020-07-23 15:46:35,396 [INFO]: #  --------------------------------------------------
2020-07-23 15:46:35,412 [INFO]: #  >>> Run the TestCase: Login_001|登录
2020-07-23 15:46:35,413 [INFO]: #  Run the Step: 1|登录页面|INPUT|登录页面-账号输入框
2020-07-23 15:46:36,305 [INFO]: #  --- success ---
2020-07-23 15:46:36,508 [INFO]: #  Run the Step: 2|登录页面|INPUT|登录页面-密码输入框
2020-07-23 15:46:37,443 [INFO]: #  --- success ---
2020-07-23 15:46:37,643 [INFO]: #  Run the Step: 3|登录页面|CLICK|登录页面-确定按钮
2020-07-23 15:46:38,324 [INFO]: #  --- success ---
2020-07-23 15:46:38,526 [INFO]: #  Run the Step: 4|登录页面|CHECK|通用-页面加载校验
2020-07-23 15:46:40,222 [INFO]: #  DATA:'欢迎进入 云塑企业资源计划管理系统'
2020-07-23 15:46:40,222 [INFO]: #  REAL:'欢迎进入 云塑企业资源计划管理系统'
2020-07-23 15:46:40,222 [INFO]: #  --- success ---
2020-07-23 15:46:40,423 [INFO]: #  ==================================================
2020-07-23 15:46:40,423 [INFO]: #  ...No SETUP testcase need to run...
2020-07-23 15:46:40,424 [INFO]: #  --------------------------------------------------
2020-07-23 15:46:40,424 [INFO]: #  >>> Run the TestCase: AEQ_002|审核编辑
2020-07-23 15:46:40,424 [INFO]: #  Run the Step: 1|用例片段|EXECUTE|CQ_001
2020-07-23 15:46:40,426 [INFO]: #  >>> Run the TestCase: CQ_001|新增销售订单
2020-07-23 15:46:40,427 [INFO]: #  Run the Step: 1|销售订单|CLICK|通用-左侧栏一级菜单#销售管理
2020-07-23 15:46:41,161 [INFO]: #  --- success ---
2020-07-23 15:46:41,361 [INFO]: #  Run the Step: 2|销售订单|CLICK|通用-左侧栏二级菜单#需求订单
2020-07-23 15:46:42,468 [INFO]: #  --- success ---
2020-07-23 15:46:42,672 [INFO]: #  Run the Step: 3|销售订单|CLICK|通用-左侧栏一级菜单#销售管理
2020-07-23 15:46:43,398 [INFO]: #  --- success ---
2020-07-23 15:46:43,599 [INFO]: #  Run the Step: 4|销售订单|CLICK|销售订单-btn新增
2020-07-23 15:46:44,597 [INFO]: #  --- success ---
2020-07-23 15:46:44,801 [INFO]: #  Run the Step: 5|销售订单|CHECK|销售订单-lab销售状态#未定义
2020-07-23 15:46:45,046 [INFO]: #  DATA:'未定义'
2020-07-23 15:46:45,047 [INFO]: #  REAL:'未定义'
2020-07-23 15:46:45,047 [INFO]: #  --- success ---
2020-07-23 15:46:45,247 [INFO]: #  Run the Step: 6|销售订单|INPUT|销售订单-inp客户PO
2020-07-23 15:46:46,943 [INFO]: #  --- success ---
2020-07-23 15:46:47,144 [INFO]: #  Run the Step: 7|销售订单|CLICK|销售订单-sel客户名称
2020-07-23 15:46:47,825 [INFO]: #  --- success ---
2020-07-23 15:46:48,025 [INFO]: #  Run the Step: 8|销售订单|CLICK|销售订单-val客户名称-美的
2020-07-23 15:46:48,768 [INFO]: #  --- success ---
2020-07-23 15:46:48,975 [INFO]: #  Run the Step: 9|销售订单|CLICK|销售订单-sel预交日期
2020-07-23 15:46:49,712 [INFO]: #  --- success ---
2020-07-23 15:46:49,913 [INFO]: #  Run the Step: 10|销售订单|CLICK|销售订单-val预交日期
2020-07-23 15:46:50,633 [INFO]: #  --- success ---
2020-07-23 15:46:50,834 [INFO]: #  Run the Step: 11|销售订单|CLICK|销售订单-sel业务部门
2020-07-23 15:46:51,555 [INFO]: #  --- success ---
2020-07-23 15:46:51,757 [INFO]: #  Run the Step: 12|销售订单|CLICK|销售订单-val业务部门-办公室
2020-07-23 15:46:52,506 [INFO]: #  --- success ---
2020-07-23 15:46:52,707 [INFO]: #  Run the Step: 13|销售订单|CLICK|销售订单-sel业务人员
2020-07-23 15:46:53,383 [INFO]: #  --- success ---
2020-07-23 15:46:53,584 [INFO]: #  Run the Step: 14|销售订单|CLICK|销售订单-val业务人员-田丰
2020-07-23 15:46:54,325 [INFO]: #  --- success ---
2020-07-23 15:46:54,526 [INFO]: #  Run the Step: 15|销售订单|CLICK|销售订单-sel交货验收
2020-07-23 15:46:55,193 [INFO]: #  --- success ---
2020-07-23 15:46:55,394 [INFO]: #  Run the Step: 16|销售订单|CLICK|销售订单-val交货验收-否
2020-07-23 15:46:56,032 [INFO]: #  --- success ---
2020-07-23 15:46:56,233 [INFO]: #  Run the Step: 17|销售订单|CLICK|销售订单-sel订单等级
2020-07-23 15:46:56,896 [INFO]: #  --- success ---
2020-07-23 15:46:57,097 [INFO]: #  Run the Step: 18|销售订单|CLICK|销售订单-val订单等级-正常
2020-07-23 15:46:57,735 [INFO]: #  --- success ---
2020-07-23 15:46:57,943 [INFO]: #  Run the Step: 19|销售订单|CLICK|销售订单-btn添加
2020-07-23 15:46:58,798 [INFO]: #  --- success ---
2020-07-23 15:46:59,000 [INFO]: #  Run the Step: 20|销售订单|CLICK|销售订单-sel物料编码
2020-07-23 15:46:59,711 [INFO]: #  --- success ---
2020-07-23 15:46:59,911 [INFO]: #  Run the Step: 20|销售订单|INPUT|销售订单-inp选择物料
2020-07-23 15:47:00,584 [INFO]: #  --- success ---
2020-07-23 15:47:00,784 [INFO]: #  Run the Step: 21|销售订单|CLICK|销售订单-val物料编码-风扇罩W1S
2020-07-23 15:47:01,613 [INFO]: #  --- success ---
2020-07-23 15:47:01,813 [INFO]: #  Run the Step: 22|销售订单|INPUT|销售订单-inp数量
2020-07-23 15:47:02,631 [INFO]: #  --- success ---
2020-07-23 15:47:02,831 [INFO]: #  Run the Step: 23|销售订单|CHECK|销售订单-sel订单明细-交货地点
2020-07-23 15:47:02,908 [INFO]: #  DATA:'B2成品货位'
2020-07-23 15:47:02,909 [INFO]: #  REAL:'B2成品货位'
2020-07-23 15:47:02,909 [INFO]: #  --- success ---
2020-07-23 15:47:03,110 [INFO]: #  Run the Step: 24|销售订单|INPUT|销售订单-inp备注
