plan_mb,plan_zst,ex_mb,ex_zst,max_mb,max_zst,sg_mb,sg_zst
5050.000,5000.000,0.0,0.0,0.000,0.000,2050.000,2000.000
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
