2020-07-28 18:05:54,655 [INFO]: #  From Excel import testsuite success
2020-07-28 18:05:57,333 [INFO]: #  --------------------------------------------------
2020-07-28 18:05:57,335 [INFO]: #  >>> Run the TestCase: HOME_001|打开云塑ERP
2020-07-28 18:05:57,335 [INFO]: #  Run the Step: 1|通用|OPEN|通用-首页链接
2020-07-28 18:06:00,277 [INFO]: #  --- success ---
2020-07-28 18:06:00,477 [INFO]: #  Run the Step: 2|通用|CHECK|通用-页面title
2020-07-28 18:06:00,477 [INFO]: #  DATA:'云塑 企业资源计划管理系统'
2020-07-28 18:06:00,487 [INFO]: #  REAL:'云塑 企业资源计划管理系统'
2020-07-28 18:06:00,503 [INFO]: #  --- success ---
2020-07-28 18:06:00,704 [INFO]: #  --------------------------------------------------
2020-07-28 18:06:00,704 [INFO]: #  >>> Run the TestCase: Login_001|登录
2020-07-28 18:06:00,704 [INFO]: #  Run the Step: 1|登录页面|INPUT|登录页面-账号输入框
2020-07-28 18:06:01,553 [INFO]: #  --- success ---
2020-07-28 18:06:01,753 [INFO]: #  Run the Step: 2|登录页面|INPUT|登录页面-密码输入框
2020-07-28 18:06:02,678 [INFO]: #  --- success ---
2020-07-28 18:06:02,878 [INFO]: #  Run the Step: 3|登录页面|CLICK|登录页面-确定按钮
2020-07-28 18:06:03,515 [INFO]: #  --- success ---
2020-07-28 18:06:03,716 [INFO]: #  Run the Step: 4|登录页面|CHECK|通用-页面加载校验
2020-07-28 18:06:05,201 [INFO]: #  DATA:'欢迎进入 云塑企业资源计划管理系统'
2020-07-28 18:06:05,202 [INFO]: #  REAL:'欢迎进入 云塑企业资源计划管理系统'
2020-07-28 18:06:05,202 [INFO]: #  --- success ---
2020-07-28 18:06:05,403 [INFO]: #  ==================================================
2020-07-28 18:06:05,403 [INFO]: #  ...No SETUP testcase need to run...
2020-07-28 18:06:05,404 [INFO]: #  --------------------------------------------------
2020-07-28 18:06:05,404 [INFO]: #  >>> Run the TestCase: AEQ_001|审核编辑
2020-07-28 18:06:05,405 [INFO]: #  Run the Step: 1|用例片段|EXECUTE|CQ_001
2020-07-28 18:06:05,407 [INFO]: #  >>> Run the TestCase: CQ_001|新增需求订单
2020-07-28 18:06:05,407 [INFO]: #  Run the Step: 1|滚动需求订单|CLICK|通用-左侧栏一级菜单#销售管理
2020-07-28 18:06:06,139 [INFO]: #  --- success ---
2020-07-28 18:06:06,340 [INFO]: #  Run the Step: 2|滚动需求订单|CLICK|通用-左侧栏二级菜单#需求订单
2020-07-28 18:06:07,380 [INFO]: #  --- success ---
2020-07-28 18:06:07,581 [INFO]: #  Run the Step: 3|滚动需求订单|CLICK|通用-左侧栏一级菜单#销售管理
2020-07-28 18:06:08,760 [INFO]: #  --- success ---
2020-07-28 18:06:08,961 [INFO]: #  Run the Step: 4|滚动需求订单|CLICK|滚动需求订单-tab滚动需求
2020-07-28 18:06:09,773 [INFO]: #  --- success ---
2020-07-28 18:06:09,974 [INFO]: #  Run the Step: 5|滚动需求订单|CLICK|滚动需求订单-btn新增
2020-07-28 18:06:11,326 [INFO]: #  --- success ---
2020-07-28 18:06:11,532 [INFO]: #  Run the Step: 6|滚动需求订单|CLICK|滚动需求订单-sel预交日期
2020-07-28 18:06:12,249 [INFO]: #  --- success ---
2020-07-28 18:06:12,452 [INFO]: #  Run the Step: 7|滚动需求订单|CLICK|滚动需求订单-val预交日期
2020-07-28 18:06:13,185 [INFO]: #  --- success ---
