2020-07-29 07:56:21,260 [INFO]: #  From Excel import testsuite success
2020-07-29 07:56:23,855 [INFO]: #  --------------------------------------------------
2020-07-29 07:56:23,855 [INFO]: #  >>> Run the TestCase: HOME_001|打开云塑ERP
2020-07-29 07:56:23,855 [INFO]: #  Run the Step: 1|通用|OPEN|通用-首页链接
2020-07-29 07:56:29,561 [INFO]: #  --- success ---
2020-07-29 07:56:29,772 [INFO]: #  Run the Step: 2|通用|CHECK|通用-页面title
2020-07-29 07:56:29,782 [INFO]: #  DATA:'云塑 企业资源计划管理系统'
2020-07-29 07:56:29,809 [INFO]: #  REAL:'云塑 企业资源计划管理系统'
2020-07-29 07:56:29,840 [INFO]: #  --- success ---
2020-07-29 07:56:30,041 [INFO]: #  --------------------------------------------------
2020-07-29 07:56:30,043 [INFO]: #  >>> Run the TestCase: Login_001|登录
2020-07-29 07:56:30,046 [INFO]: #  Run the Step: 1|登录页面|INPUT|登录页面-账号输入框
2020-07-29 07:56:30,985 [INFO]: #  --- success ---
2020-07-29 07:56:31,189 [INFO]: #  Run the Step: 2|登录页面|INPUT|登录页面-密码输入框
2020-07-29 07:56:32,079 [INFO]: #  --- success ---
2020-07-29 07:56:32,283 [INFO]: #  Run the Step: 3|登录页面|CLICK|登录页面-确定按钮
2020-07-29 07:56:32,934 [INFO]: #  --- success ---
2020-07-29 07:56:33,136 [INFO]: #  Run the Step: 4|登录页面|CHECK|通用-页面加载校验
2020-07-29 07:56:34,676 [INFO]: #  DATA:'欢迎进入 云塑企业资源计划管理系统'
2020-07-29 07:56:34,679 [INFO]: #  REAL:'欢迎进入 云塑企业资源计划管理系统'
2020-07-29 07:56:34,679 [INFO]: #  --- success ---
2020-07-29 07:56:34,880 [INFO]: #  ==================================================
2020-07-29 07:56:34,883 [INFO]: #  ...No SETUP testcase need to run...
2020-07-29 07:56:34,885 [INFO]: #  --------------------------------------------------
2020-07-29 07:56:34,888 [INFO]: #  >>> Run the TestCase: AEQ_001|审核编辑
2020-07-29 07:56:34,893 [INFO]: #  Run the Step: 1|用例片段|EXECUTE|CQ_001
